name,salary_from,salary_to,salary_currency,area_name,published_at
Токарь-расточник,Елабуга,80000.0,,RUR,2022-12-05T09:39:12+0300
Оператор станка с программным управлением,Кандры,23000.0,,RUR,2022-12-05T06:43:11+0300
Токарь-револьверщик,Воронеж,155000.0,170000.0,RUR,2022-12-05T10:09:11+0300
Токарь,Кулебаки,45000.0,,RUR,2022-12-05T10:12:20+0300
Наладчик станков с ЧПУ (фрезерная группа),Нововоронеж,90000.0,,RUR,2022-12-05T08:56:56+0300
Техник-механик,Новосибирск,50000.0,50000.0,RUR,2022-12-05T05:13:34+0300
Системный администратор,Екатеринбург,40000.0,50000.0,RUR,2022-12-05T02:53:34+0300
Ведущий специалист технического обслуживания,Омск,124000.0,124000.0,RUR,2022-12-05T11:58:02+0300
Специалист технического обслуживания,Оренбург,103000.0,103000.0,RUR,2022-12-05T11:58:00+0300
Наладчик станков и манипуляторов с ПУ (г. Миасс),Чебаркуль,55000.0,100000.0,RUR,2022-12-05T08:19:41+0300
Токарь,Нижний Новгород,30000.0,60000.0,RUR,2022-12-05T10:39:17+0300
Токарь на станки ДИП,Екатеринбург,97774.0,,RUR,2022-12-05T11:39:26+0300
Начальник транспортного отдела,Белгород,150000.0,,RUR,2022-12-05T08:32:07+0300
Программист 1С,Екатеринбург,100000.0,,RUR,2022-12-05T05:56:19+0300
Наладчик станков с ЧПУ,Гатчина,70000.0,,RUR,2022-12-05T09:41:11+0300
Техник по обслуживанию систем безопасности,Новосибирск,37000.0,48000.0,RUR,2022-12-05T05:55:53+0300
Инспектор безопасности дорожного движения,Югорск,40000.0,45000.0,RUR,2022-12-05T09:24:56+0300
DevOps инженер Senior (СберЧат),Москва,300000.0,,RUR,2022-12-05T11:34:01+0300
Специалист службы поддержки с техническими знаниями (Браузер),Самара,15000.0,39000.0,RUR,2022-12-05T09:10:31+0300
Программист 1C (Junior / Middle),Тюмень,70000.0,150000.0,RUR,2022-12-05T11:33:41+0300
Инженер по ремонту (дорожно-строительная техника),Люберцы,100000.0,,RUR,2022-12-05T10:02:55+0300
Разработчик Android,Минск,2500.0,4500.0,USD,2022-12-05T11:15:40+0300
Механизатор импортной сельхозтехники (категории DF),Зональное,60000.0,150000.0,RUR,2022-12-05T10:39:52+0300
Business Development Manager / Traffic Manager,Москва,,2500.0,USD,2022-12-05T11:58:07+0300
Электромеханик по лифтам (ЖК Аннино Парк),Москва,,82000.0,RUR,2022-12-05T09:36:21+0300
Руководитель транспортного цеха,Павловск (Алтайский край),50000.0,50000.0,RUR,2022-12-05T10:22:52+0300
DevOps-инженер (Digital Platform),Москва,,250000.0,RUR,2022-12-05T07:28:04+0300
Токарь на 16К20,Димитровград,88000.0,,RUR,2022-12-05T10:07:52+0300
Механик автотранспортного цеха,Елабуга,52000.0,60000.0,RUR,2022-12-05T10:08:16+0300
Ночной помощник системного администратора в Yandex Cloud,Южно-Сахалинск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь,Красноярск,63000.0,80000.0,RUR,2022-12-05T04:49:55+0300
Системный администратор,Москва,,110000.0,RUR,2022-12-05T10:33:34+0300
Оператор линии резки металла,Чехов,80000.0,,RUR,2022-12-05T09:20:42+0300
Программист / системный администратор,Юрга,30000.0,35000.0,RUR,2022-12-05T04:55:33+0300
Механизатор импортной сельхозтехники (категории DF),Усть-Калманка,60000.0,150000.0,RUR,2022-12-05T10:39:47+0300
Дизайнер-менеджер/стажер,Одинцово,60000.0,120000.0,RUR,2022-12-05T09:36:28+0300
Токарь,Муром,37000.0,,RUR,2022-12-05T11:02:26+0300
Механик ремонтной мастерской,Новосибирск,124000.0,124000.0,RUR,2022-12-05T11:58:01+0300
Ученик оператора станков с ЧПУ,Белорецк,30000.0,,RUR,2022-12-05T07:07:59+0300
Механик,Чебоксары,40000.0,40000.0,RUR,2022-12-05T10:50:09+0300
Инженер программист КИПиА,Балахта (Красноярский край),90000.0,100000.0,RUR,2022-12-05T11:05:13+0300
Токарь-расточник (Пермь),Сыктывкар,110000.0,,RUR,2022-12-05T09:12:11+0300
Ночной помощник системного администратора в Yandex Cloud,Сыктывкар,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Инженер-программист - САПР,Миасс,40000.0,,RUR,2022-12-05T06:43:05+0300
Начальник автотранспортного отдела,Губкин,72414.0,,RUR,2022-12-05T08:40:49+0300
Механик-наладчик производственного оборудования / Помощник мастера / Наладчик,Узловая,37000.0,,RUR,2022-12-05T10:11:25+0300
Консультант-аналитик 1С (Академгородок),Новосибирск,80000.0,120000.0,RUR,2022-12-05T07:02:45+0300
"Техник-Монтажник ОПС, СКУД, слаботочки",Москва,80000.0,,RUR,2022-12-05T10:09:31+0300
Токарь,Барнаул,45000.0,,RUR,2022-12-05T10:53:02+0300
Инженер-технолог (программист) по разработке управляющих программ для станков с ЧПУ,Новосибирск,70000.0,,RUR,2022-12-05T04:26:05+0300
Начальник автотранспортного отдела,Горшечное,72414.0,,RUR,2022-12-05T08:41:01+0300
Специалист технической поддержки / Специалист информационных систем (ЭДО/CRM),Санкт-Петербург,69000.0,104000.0,RUR,2022-12-05T11:06:21+0300
Инженер по ремонту,Муром,45000.0,,RUR,2022-12-05T11:02:55+0300
Программист 1С,Уфа,160000.0,210000.0,RUR,2022-12-05T09:24:11+0300
Техник-механик (холодильное оборудование),Брянск,50000.0,,RUR,2022-12-05T11:38:09+0300
Токарь-карусельщик,Муром,50000.0,,RUR,2022-12-05T11:02:37+0300
Техник по обслуживанию и монтажу слаботочных систем,Суксун,20300.0,27400.0,RUR,2022-12-05T09:08:49+0300
Механик по ремонту производственного оборудования,Благовещенск (Амурская область),45000.0,,RUR,2022-12-05T10:19:19+0300
Шлифовщик 4-5 разряд,Очер,25000.0,40000.0,RUR,2022-12-05T06:37:27+0300
Инспектор безопасности дорожного движения,Нижневартовск,40000.0,45000.0,RUR,2022-12-05T09:24:56+0300
Наладчик станков с ЧПУ,Нижнекамск,80400.0,,RUR,2022-12-05T09:38:39+0300
Специалист по оргтехнике,Астана,150000.0,250000.0,KZT,2022-12-05T08:48:29+0300
Программист 1С,Новокузнецк,160000.0,210000.0,RUR,2022-12-05T09:27:27+0300
Программист 1С,Киров (Калужская область),160000.0,210000.0,RUR,2022-12-05T09:28:58+0300
Эксперт по технологическим вопросам 1С,Екатеринбург,200000.0,,RUR,2022-12-05T08:12:38+0300
Установщик систем мониторинга,Владивосток,100000.0,,RUR,2022-12-05T11:56:10+0300
Системный администратор,Москва,70000.0,,RUR,2022-12-05T08:50:59+0300
Фрезеровщик-универсал (г. Миасс),Чебаркуль,50000.0,,RUR,2022-12-05T08:31:27+0300
Токарь-расточник (Пермь),Новотроицк (Оренбургская область),110000.0,,RUR,2022-12-05T09:12:11+0300
Механик,Ишимбай,35000.0,,RUR,2022-12-05T06:43:19+0300
Ведущий инженер-программист (ПЛИС),Нижний Новгород,85000.0,,RUR,2022-12-05T09:07:31+0300
Специалист технического обслуживания,Новосибирск,103000.0,103000.0,RUR,2022-12-05T11:58:01+0300
Токарь-расточник,Екатеринбург,120000.0,,RUR,2022-12-05T11:39:32+0300
Руководитель проекта,Йошкар-Ола,50000.0,,RUR,2022-12-05T09:34:39+0300
Программист 1С,Кемерово,160000.0,210000.0,RUR,2022-12-05T09:27:08+0300
Программист 1С,Саранск,160000.0,210000.0,RUR,2022-12-05T10:14:30+0300
Шлифовщик,Кулебаки,45000.0,60000.0,RUR,2022-12-05T07:37:04+0300
Механик-наладчик,Домодедово,65000.0,,RUR,2022-12-05T08:50:27+0300
Наладчик сварочного и газоплазморезательного оборудования,Омск,35000.0,,RUR,2022-12-05T04:48:58+0300
Специалист по работе с навигационными системами/Наладчик Глонасс,Вологда,120000.0,,RUR,2022-12-05T09:23:28+0300
Фрезеровщик,Краснокамск,26000.0,36400.0,RUR,2022-12-05T05:56:43+0300
Fullstack разработчик,Москва,120000.0,,RUR,2022-12-05T09:07:27+0300
Специалист по системам связи,Москва,80000.0,,RUR,2022-12-05T11:39:35+0300
Аналитик 1С,Москва,,200000.0,RUR,2022-12-05T09:23:02+0300
Оператор станков с ПУ (г. Миасс),Чебаркуль,36000.0,,RUR,2022-12-05T08:24:50+0300
Токарь-универсал,Краснокамск,25000.0,35000.0,RUR,2022-12-05T05:56:46+0300
Специалист по системам связи,Красногорск,80000.0,,RUR,2022-12-05T11:37:12+0300
Механизатор импортной сельхозтехники (категории DF),Алейск,60000.0,150000.0,RUR,2022-12-05T10:39:42+0300
Оператор станков с программным управлением,Новосибирск,50000.0,90000.0,RUR,2022-12-05T07:18:01+0300
Консультант 1С,Рязань,65000.0,,RUR,2022-12-05T10:20:16+0300
Аналитик/Консультант 1С,Москва,,200000.0,RUR,2022-12-05T11:51:41+0300
Ночной помощник системного администратора в Yandex Cloud,Братск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь (в ОГМ),Омск,35000.0,45000.0,RUR,2022-12-05T06:05:22+0300
Инспектор безопасности дорожного движения,Тюмень,40000.0,45000.0,RUR,2022-12-05T09:24:56+0300
Инспектор безопасности дорожного движения,Нефтеюганск,40000.0,45000.0,RUR,2022-12-05T09:24:56+0300
Ведущий инженер-программист по поддержке и развитию инфраструктуры (г.Новочеркасск),Новочеркасск,45900.0,,RUR,2022-12-05T08:44:16+0300
Системный администратор,Москва,,75000.0,RUR,2022-12-05T09:49:26+0300
Мастер-приемщик,Подольск (Московская область),70000.0,70000.0,RUR,2022-12-05T10:30:51+0300
Механизатор импортной сельхозтехники (категории DF),Камень-на-Оби,60000.0,150000.0,RUR,2022-12-05T10:39:29+0300
Аналитик 1С,Петрозаводск,45000.0,,RUR,2022-12-05T09:50:17+0300
Начинающий специалист по ремонту бытовой техники,Саратов,50000.0,70000.0,RUR,2022-12-05T11:07:46+0300
"Монтажник систем водоподготовки, водоочистки",Москва,80000.0,120000.0,RUR,2022-12-05T09:17:28+0300
Инспектор безопасности дорожного движения,Ханты-Мансийск,40000.0,45000.0,RUR,2022-12-05T09:24:56+0300
Токарь (механо-сборочный цех),Омск,45000.0,65000.0,RUR,2022-12-05T06:05:25+0300
Оператор станков с программным управлением (гильотина),Санкт-Петербург,50000.0,,RUR,2022-12-05T10:32:29+0300
Аккумуляторщик (Погрузчиков) на РЦ,Домодедово,49500.0,,RUR,2022-12-05T11:14:39+0300
Монтажник ОПС/Техник ОПС (Слаботочные системы),Пермь,40000.0,,RUR,2022-12-05T10:09:18+0300
Сверловщик,Томск,25000.0,40000.0,RUR,2022-12-05T05:29:10+0300
Ведущий инженер АСУ ТП,Южноуральск,100000.0,,RUR,2022-12-05T07:56:18+0300
Токарь,Сызрань,80000.0,90000.0,RUR,2022-12-05T08:35:39+0300
Токарь,Выкса,45000.0,,RUR,2022-12-05T07:39:00+0300
Начальник автотранспортного отдела,Старый Оскол,72414.0,,RUR,2022-12-05T08:40:53+0300
Инженер по ремонту,Томск,30000.0,40000.0,RUR,2022-12-05T04:42:23+0300
Full Stack веб разработчик,Алматы,250000.0,300000.0,KZT,2022-12-05T06:11:05+0300
Ведущий специалист технического обслуживания,Оренбург,124000.0,124000.0,RUR,2022-12-05T11:58:02+0300
Специалист по защите информации,Невинномысск,35000.0,40000.0,RUR,2022-12-05T09:11:06+0300
Программист 1С,Ярославль,160000.0,210000.0,RUR,2022-12-05T09:26:36+0300
Наладчик станков с ЧПУ,Екатеринбург,70000.0,80000.0,RUR,2022-12-05T10:17:50+0300
Монтажник слаботочного оборудования,Ижевск,40000.0,,RUR,2022-12-05T08:26:59+0300
Ночной помощник системного администратора в Yandex Cloud,Уссурийск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Инженер по информационной безопасности,Москва,200000.0,,RUR,2022-12-05T09:22:41+0300
Программист 1С,Волгоград,160000.0,210000.0,RUR,2022-12-05T09:24:52+0300
Инспектор безопасности дорожного движения,Сургут,40000.0,45000.0,RUR,2022-12-05T09:24:56+0300
Станочник широкого профиля (Срочно!),Екатеринбург,65000.0,65000.0,RUR,2022-12-05T09:02:38+0300
Senior/Lead C# developer,Иваново (Ивановская область),,300000.0,RUR,2022-12-05T11:01:14+0300
Токарь-универсал 5 разряда,Абакан,132000.0,147000.0,RUR,2022-12-05T08:42:28+0300
Токарь,Абакан,63000.0,80000.0,RUR,2022-12-05T04:49:55+0300
Сервис-инженер,Раевский (Альшеевский район),45000.0,47000.0,RUR,2022-12-05T09:56:18+0300
Оператор станков с программным управлением,Томск,30000.0,,RUR,2022-12-05T11:45:16+0300
Специалист службы поддержки с техническими знаниями (Браузер),Уфа,15000.0,39000.0,RUR,2022-12-05T09:10:31+0300
Механик-наладчик,Бийск,37000.0,,RUR,2022-12-05T10:59:08+0300
Программист 1С,Владивосток,150000.0,170000.0,RUR,2022-12-05T06:43:20+0300
Сетевой инженер по беспроводным сетям,Екатеринбург,80000.0,100000.0,RUR,2022-12-05T08:10:37+0300
Ночной помощник системного администратора в Yandex Cloud,Норильск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Старший разработчик 1С,Москва,,250000.0,RUR,2022-12-05T11:13:12+0300
Project manager middle (менеджер IT-проектов),Уфа,50000.0,70000.0,RUR,2022-12-05T10:35:52+0300
Оператор токарных станков с ЧПУ (обрабатывающие центры) 3-5 разряда,Очер,35000.0,50000.0,RUR,2022-12-05T06:37:27+0300
Наладчик станков с ЧПУ,Елабуга,80400.0,,RUR,2022-12-05T09:38:35+0300
Программист 1С,Пенза,160000.0,210000.0,RUR,2022-12-05T09:29:18+0300
Web-дизайнер,Москва,120000.0,180000.0,RUR,2022-12-05T10:47:09+0300
Шлифовщик,Омск,40000.0,80000.0,RUR,2022-12-05T06:08:06+0300
Токарь,Выкса,45000.0,,RUR,2022-12-05T10:12:20+0300
Токарь-универсал,Новосибирск,50000.0,100000.0,RUR,2022-12-05T07:17:09+0300
Шлифовщик,Муром,45000.0,60000.0,RUR,2022-12-05T07:36:57+0300
Инспектор безопасности дорожного движения,Пермь,40000.0,45000.0,RUR,2022-12-05T09:24:56+0300
Механик нефтепромыслового оборудования,Кызылорда,150000.0,200000.0,KZT,2022-12-05T10:17:06+0300
Аккумуляторщик (складской техники),Домодедово,49500.0,,RUR,2022-12-05T11:27:17+0300
Токарь-фрезеровщик,Новосибирск,30000.0,30000.0,RUR,2022-12-05T07:17:04+0300
Ведущий специалист технического обслуживания,Екатеринбург,124000.0,124000.0,RUR,2022-12-05T11:58:02+0300
Методист 1С,Симферополь,100000.0,,RUR,2022-12-05T10:31:14+0300
Программист 1С,Санкт-Петербург,160000.0,210000.0,RUR,2022-12-05T09:19:31+0300
Программист 1С,Барнаул,160000.0,210000.0,RUR,2022-12-05T09:26:08+0300
Ночной помощник системного администратора в Yandex Cloud,Петрозаводск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь,Павловск (Алтайский край),45000.0,,RUR,2022-12-05T05:27:23+0300
Токарь,Омск,38000.0,50000.0,RUR,2022-12-05T06:02:16+0300
Оператор станка с ЧПУ на производство,Мытищи,60000.0,100000.0,RUR,2022-12-05T11:53:34+0300
Системный инженер/Data Center – Infrastructure Expert,Москва,,200000.0,RUR,2022-12-05T09:24:09+0300
Программист 1С,Череповец,160000.0,210000.0,RUR,2022-12-05T10:14:00+0300
Программист 1С,Тула,160000.0,210000.0,RUR,2022-12-05T09:30:44+0300
Токарь,Жигулевск,80000.0,90000.0,RUR,2022-12-05T08:35:39+0300
Токарь,Муром,60000.0,,RUR,2022-12-05T10:12:20+0300
Системный администратор (районная больница на Камчатке),Ачинск,90000.0,90000.0,RUR,2022-12-05T10:37:36+0300
Системный администратор (районная больница на Камчатке),Норильск,90000.0,90000.0,RUR,2022-12-05T10:37:36+0300
Программист 1С,Вологда,160000.0,210000.0,RUR,2022-12-05T10:13:41+0300
Механик ремонтной мастерской,Оренбург,124000.0,124000.0,RUR,2022-12-05T11:58:01+0300
Web разработчик (PHP),Москва,,280000.0,RUR,2022-12-05T11:33:18+0300
Ведущий системный администратор,Екатеринбург,80000.0,100000.0,RUR,2022-12-05T10:40:47+0300
Программист 1С,Курск,160000.0,210000.0,RUR,2022-12-05T09:31:34+0300
Инженер по станкам ЧПУ,Очер,16000.0,22000.0,RUR,2022-12-05T06:37:28+0300
Ночной помощник системного администратора в Yandex Cloud,Находка,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Оператор станков ЧПУ 3-5 разряда,Очер,25000.0,50000.0,RUR,2022-12-05T06:37:27+0300
Аудитор бизнес-процессов,Казань,60000.0,,RUR,2022-12-05T09:13:24+0300
Backend developer / Инженер-программист С# / Разработчик C#,Казань,80000.0,150000.0,RUR,2022-12-05T08:08:39+0300
Монтажник ОПС/Техник ОПС (Слаботочные системы),Тимашевск,25000.0,,RUR,2022-12-05T10:10:05+0300
Сервисный инженер (электропогрузчиков Komatsu),Магнитогорск,46500.0,,RUR,2022-12-05T08:15:01+0300
Программист 1С,Томск,160000.0,210000.0,RUR,2022-12-05T10:15:51+0300
Специалист службы поддержки с техническими знаниями (Браузер),Волгоград,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Токарь,Уссурийск,50000.0,100000.0,RUR,2022-12-05T06:34:40+0300
Графический дизайнер,Лида,600.0,1500.0,BYR,2022-12-05T09:56:01+0300
Программист 1С,Киров (Кировская область),90000.0,130000.0,RUR,2022-12-05T09:53:15+0300
Senior/Lead C# developer,Екатеринбург,,300000.0,RUR,2022-12-05T11:01:45+0300
Ведущий специалист АСУ по ИБ,Казань,60000.0,70000.0,RUR,2022-12-05T07:45:55+0300
Сетевой инженер,Москва,,200000.0,RUR,2022-12-05T09:25:53+0300
Токарь 3-5 разряда в г Котово (Волгоградская область),Котово,20000.0,,RUR,2022-12-05T06:37:26+0300
Токарь-расточник,Пермь,60000.0,,RUR,2022-12-05T06:37:26+0300
Ведущий инженер-программист,Новокузнецк,60000.0,65000.0,RUR,2022-12-05T05:14:31+0300
Оператор ЧПУ (токарь),Санкт-Петербург,70000.0,,RUR,2022-12-05T09:48:55+0300
Токарь (5 разряд) в Инструментальный отдел,Пермь,50000.0,,RUR,2022-12-05T06:37:26+0300
Специалист 1С по бюджетному учету (1С),Ярославль,45000.0,60000.0,RUR,2022-12-05T08:55:03+0300
Ночной помощник системного администратора в Yandex Cloud,Чита,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь,Октябрьский (Республика Башкортостан),30000.0,,RUR,2022-12-05T06:42:44+0300
Фрезеровщик,Смолевичи,1000.0,,BYR,2022-12-05T07:52:38+0300
Инженер-программист АСУТП,Нижневартовск,30000.0,,RUR,2022-12-05T10:31:58+0300
Технический специалист,Волгоград,35000.0,,RUR,2022-12-05T05:07:56+0300
Ночной помощник системного администратора в Yandex Cloud,Ангарск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Фрезеровщик,Нижний Новгород,54000.0,,RUR,2022-12-05T09:09:15+0300
Ночной помощник системного администратора в Yandex Cloud,Мурманск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Программист 1С,Тюмень,160000.0,210000.0,RUR,2022-12-05T09:25:22+0300
Мастер по ремонту бытовой техники,Калуга,50000.0,,RUR,2022-12-05T07:11:03+0300
Ночной помощник системного администратора в Yandex Cloud,Артем,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Механик,Красноярск,80000.0,,RUR,2022-12-05T07:18:25+0300
Ведущий сетевой инженер,Екатеринбург,75000.0,135000.0,RUR,2022-12-05T08:12:05+0300
Токарь-универсал,Пермь,50000.0,,RUR,2022-12-05T06:37:28+0300
Электромеханик,Санкт-Петербург,50000.0,,RUR,2022-12-05T09:48:15+0300
Сервисный инженер-техник Слаботочных систем (Монтаж пожарного/охранного/видео оборудования),Санкт-Петербург,70000.0,,RUR,2022-12-05T10:11:48+0300
Токарь 3-6 разряда,Очер,25000.0,40000.0,RUR,2022-12-05T06:37:27+0300
Токарь-револьверщик,Уфа,40000.0,,RUR,2022-12-05T06:41:25+0300
Project manager Senior (менеджер IT-проектов),Уфа,120000.0,150000.0,RUR,2022-12-05T10:35:12+0300
Программист 1С,Ростов-на-Дону,160000.0,210000.0,RUR,2022-12-05T09:23:49+0300
Разработчик 1С,Ростов-на-Дону,130000.0,170000.0,RUR,2022-12-05T08:52:02+0300
Системный администратор,Ташкент,5000000.0,,UZS,2022-12-05T10:37:36+0300
Программист 1С,Челябинск,100000.0,,RUR,2022-12-05T11:35:24+0300
Оператор станков с ЧПУ,Пермь,45000.0,,RUR,2022-12-05T06:37:27+0300
Фрезеровщик,Самара,40000.0,,RUR,2022-12-05T06:56:47+0300
Ночной помощник системного администратора в Yandex Cloud,Архангельск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Senior/Lead C# developer,Самара,,300000.0,RUR,2022-12-05T11:00:57+0300
Программист 1С,Липецк,160000.0,210000.0,RUR,2022-12-05T09:29:48+0300
Программист 1С,Москва,130000.0,,RUR,2022-12-05T09:46:06+0300
Шлифовщик 5 разряда-6 разряда,Новосибирск,30000.0,30000.0,RUR,2022-12-05T07:16:24+0300
Специалист службы поддержки с техническими знаниями (Браузер),Екатеринбург,15000.0,39000.0,RUR,2022-12-05T09:10:31+0300
Программист 1С,Чебоксары,160000.0,210000.0,RUR,2022-12-05T09:30:05+0300
Технический специалист (объектные/проектные продажи),Актау,885.0,1760.0,USD,2022-12-05T10:09:38+0300
Ведущий программист,Екатеринбург,100000.0,130000.0,RUR,2022-12-05T10:41:10+0300
Ночной помощник системного администратора в Yandex Cloud,Нефтеюганск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Программист 1С,Краснодар,160000.0,210000.0,RUR,2022-12-05T09:25:08+0300
Ночной помощник системного администратора в Yandex Cloud,Якутск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Ночной помощник системного администратора в Yandex Cloud,Северодвинск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Senior NodeJS Developer (Tubit),Армения,,5000.0,USD,2022-12-05T10:37:23+0300
Программист 1С,Красноярск,160000.0,210000.0,RUR,2022-12-05T09:24:25+0300
Программист 1С,Ульяновск,160000.0,210000.0,RUR,2022-12-05T09:26:22+0300
Программист 1С,Воронеж,160000.0,210000.0,RUR,2022-12-05T09:24:38+0300
Менеджер по поддержке торговых организаций,Анапа,40000.0,,RUR,2022-12-05T08:24:50+0300
Теплотехник,Москва,45000.0,50000.0,RUR,2022-12-05T10:22:19+0300
Специалист службы поддержки с техническими знаниями (Браузер),Саратов,15000.0,39000.0,RUR,2022-12-05T09:10:32+0300
Токарь-универсал (4-6 разряд),Пушкино (Московская область),65000.0,,RUR,2022-12-05T08:35:03+0300
Начальник отдела информационной безопасности,Воронеж,110000.0,,RUR,2022-12-05T09:20:27+0300
Токарь-универсал,Челябинск,30000.0,80000.0,RUR,2022-12-05T06:16:59+0300
Системный администратор,Казань,40000.0,45000.0,RUR,2022-12-05T11:45:06+0300
"QA Test Lead (Automation, Python)",Москва,5000.0,,EUR,2022-12-05T11:43:36+0300
Аналитик 1С,Новосибирск,70000.0,,RUR,2022-12-05T10:31:33+0300
Фрезеровщик,Челябинск,45000.0,,RUR,2022-12-05T06:16:43+0300
Руководитель отдела сервиса,Алматы,200000.0,,KZT,2022-12-05T08:03:24+0300
Электромеханик,Челябинск,40000.0,80000.0,RUR,2022-12-05T09:16:13+0300
Программист 1С,Казань,160000.0,210000.0,RUR,2022-12-05T09:21:23+0300
Оператор станка с ЧПУ на производство,Красноармейск (Московская область),60000.0,100000.0,RUR,2022-12-05T11:48:03+0300
Программист 1С,Ижевск,160000.0,210000.0,RUR,2022-12-05T09:25:53+0300
Менеджер по качеству со знанием азербайджанского языка,Тюмень,40000.0,,RUR,2022-12-05T09:18:27+0300
Главный специалист отдела системного программного обеспечения и технической поддержки,Москва,45000.0,60000.0,RUR,2022-12-05T09:07:21+0300
Senior iOS Developer,Казань,285000.0,400000.0,RUR,2022-12-05T08:57:54+0300
Программист 1С,Екатеринбург,160000.0,210000.0,RUR,2022-12-05T09:21:10+0300
Специалист по противодействию техническим разведкам (ПДТР),Москва,80000.0,,RUR,2022-12-05T11:37:46+0300
"Механик цеха ""ПО""Полет""",Омск,35000.0,,RUR,2022-12-05T04:41:40+0300
Ведущий консультант 1С ТОРО,Нижний Новгород,120000.0,200000.0,RUR,2022-12-05T10:18:28+0300
Middle+ UX/UI Designer,Москва,100000.0,,RUR,2022-12-05T10:22:59+0300
Намотчик спиралей и сеток,Новосибирск,25000.0,40000.0,RUR,2022-12-05T07:18:18+0300
Программист 1С,Ставрополь,160000.0,210000.0,RUR,2022-12-05T09:31:18+0300
Машинист экструдера,Самара,40000.0,50000.0,RUR,2022-12-05T07:56:36+0300
Программист 1С,Москва,250000.0,300000.0,RUR,2022-12-05T10:03:23+0300
Оператор call-центра / Начинающий специалист технической поддержки (удаленно),Калининград,30000.0,38000.0,RUR,2022-12-05T09:36:50+0300
Шлифовщик,Выкса,45000.0,60000.0,RUR,2022-12-05T07:37:07+0300
Наладчик автоматических линий и агрегатных станков,Набережные Челны,53000.0,,RUR,2022-12-05T08:13:26+0300
Слесарь-ремонтник,Санкт-Петербург,59000.0,64000.0,RUR,2022-12-05T09:59:42+0300
Механик по техническому обслуживанию спецтехники (Красноярск),Красноярск,70000.0,,RUR,2022-12-05T04:46:06+0300
Оператор станков с ЧПУ,Уфа,45000.0,,RUR,2022-12-05T06:12:10+0300
Ночной помощник системного администратора в Yandex Cloud,Комсомольск-на-Амуре,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Ночной помощник системного администратора в Yandex Cloud,Петропавловск-Камчатский,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Ведущий инженер по эксплуатации ПО интеграционных проектов и API,Владимир,120000.0,,RUR,2022-12-05T08:48:20+0300
Токарь-универсал (4-6 разряд),Королев,65000.0,,RUR,2022-12-05T08:35:03+0300
Специалист по криптографической защите информации,Москва,80000.0,,RUR,2022-12-05T11:38:16+0300
Руководитель отдела разработки 1С,Краснодар,76000.0,150000.0,RUR,2022-12-05T11:56:32+0300
Программист 1С,Сочи,160000.0,210000.0,RUR,2022-12-05T09:31:50+0300
Ночной помощник системного администратора в Yandex Cloud,Кызыл,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Ведущий специалист технической поддержки АС ФЗД,Новосибирск,90000.0,,RUR,2022-12-05T10:31:20+0300
Системный аналитик,Екатеринбург,60000.0,80000.0,RUR,2022-12-05T10:40:10+0300
Программист 1С,Рязань,100000.0,,RUR,2022-12-05T10:09:28+0300
Аналитик по продажам,Томск,36000.0,,RUR,2022-12-05T10:00:10+0300
Оператор станков с ПУ (токарная группа) 5 разряда,Санкт-Петербург,70000.0,,RUR,2022-12-05T08:44:36+0300
Фрезеровщик (3-5 разряд),Гродно,1500.0,,BYR,2022-12-05T08:53:14+0300
Программист 1С,Нижний Новгород,160000.0,210000.0,RUR,2022-12-05T09:21:37+0300
Инженер-механик,Самара,40000.0,,RUR,2022-12-05T07:51:16+0300
Программист информационных систем 1С (удаленно),Новосибирск,100000.0,120000.0,RUR,2022-12-05T05:56:02+0300
Ночной помощник системного администратора в Yandex Cloud,Ачинск,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Middle/Senior DevOps Engineer (Project),Москва,4500.0,,EUR,2022-12-05T09:28:12+0300
Программист 1С,Батайск,100000.0,,RUR,2022-12-05T11:43:21+0300
Ночной помощник системного администратора в Yandex Cloud,Новый Уренгой,32400.0,81000.0,RUR,2022-12-05T09:22:46+0300
Токарь-револьверщик,Нижний Новгород,45000.0,50000.0,RUR,2022-12-05T09:09:15+0300
Senior NodeJS Developer (Tubit),Тбилиси,,5000.0,USD,2022-12-05T10:37:23+0300
